Compnent_1,Compnent_2,Owner,Language_Used,Predicted_Clusters,Commits,Stargazers,Forks_Count,Is_Fork
11.430879,22.691963,1476Ram,Jupyter Notebook,2,4,0,0,0
17.565336,21.950912,1476Ram,Jupyter Notebook,2,2,0,0,0
11.005224,22.164154,1476Ram,Jupyter Notebook,2,2,0,0,0
-20.67414,24.448362,1476Ram,Jupyter Notebook,2,8,0,0,0
14.803958,-7.341488,1476Ram,Jupyter Notebook,2,2,0,0,0
-22.533594,-2.8241155,1476Ram,Jupyter Notebook,2,3,0,0,0
9.468552,-12.623526,1476Ram,Jupyter Notebook,2,2,0,0,0
10.318699,-9.610595,1476Ram,Jupyter Notebook,2,1,0,0,0
-20.67414,24.448362,aadithyajp,CSS,0,4,0,0,0
16.760822,22.37725,aadithyajp,Jupyter Notebook,0,3,0,0,0
-20.67414,24.448362,aadithyajp,Jupyter Notebook,0,5,0,0,0
21.680046,22.29186,aadithyajp,Jupyter Notebook,0,3,0,0,0
18.747402,22.211163,aadithyajp,Jupyter Notebook,0,2,0,0,0
12.099604,22.540173,aadithyajp,Python,0,5,0,0,0
19.21711,21.433336,aadithyajp,HTML,0,9,0,0,0
18.750856,22.020939,aadithyajp,Jupyter Notebook,0,2,0,0,0
21.365574,22.147566,aadithyajp,Jupyter Notebook,0,36,2,0,0
21.828808,-19.014006,aadithyajp,Python,0,21,0,0,0
-22.706526,-12.274019,Aathityan-K,Python,2,3,0,0,0
-22.640251,-11.696228,Aathityan-K,Python,2,5,0,0,0
-22.51718,-8.630441,Aathityan-K,Jupyter Notebook,2,3,0,0,0
-22.420017,-4.162472,Aathityan-K,Jupyter Notebook,2,2,0,0,0
-22.7314,-11.815593,Aathityan-K,Jupyter Notebook,2,3,0,0,0
-20.67414,24.448362,Aathityan-K,Jupyter Notebook,2,2,0,0,0
-20.67414,24.448362,Aathityan-K,Jupyter Notebook,2,6,0,1,0
-20.67414,24.448362,Aathityan-K,Jupyter Notebook,2,5,0,0,0
-20.67414,24.448362,Aathityan-K,Jupyter Notebook,2,1,0,0,0
13.487566,22.701767,Aathityan-K,Jupyter Notebook,2,1,0,0,0
-20.67414,24.448362,Aathityan-K,Jupyter Notebook,2,3,0,0,0
10.102306,-9.440823,Aathityan-K,Python,2,1,0,0,0
-22.62043,-5.575454,Aathityan-K,Jupyter Notebook,2,8,0,0,0
-20.67414,24.448362,Aathityan-K,Jupyter Notebook,2,3,0,0,0
18.032858,-11.9932785,AbdullahBakir97,HTML,2,28,4,0,0
-20.67414,24.448362,AbdullahBakir97,Python,2,3,1,0,0
-23.165236,-15.545468,AbdullahBakir97,Python,2,16,4,0,1
-20.67414,24.448362,AbdullahBakir97,HTML,2,3,2,0,0
12.313098,22.43657,AbdullahBakir97,HTML,2,3,2,0,0
-18.459728,24.687134,AbdullahBakir97,Python,2,1,1,0,0
14.773723,-7.364556,AbdullahBakir97,Python,2,56,4,0,0
10.270661,-10.162923,AbdullahBakir97,Python,2,143,7,2,0
-20.67414,24.448362,AbdullahBakir97,HTML,2,4,2,0,0
11.758285,21.999126,AbdullahBakir97,Python,2,2,2,0,0
9.262003,-14.347326,AbdullahBakir97,Python,2,37,5,0,0
12.571678,22.687883,AbdullahBakir97,HTML,2,7,2,0,0
14.495687,22.545502,AbdullahBakir97,HTML,2,5,2,0,0
-20.67414,24.448362,AbdullahBakir97,HTML,2,1,2,0,0
13.750959,22.66127,AbdullahBakir97,Python,2,23,2,0,0
12.515175,22.841747,AbdullahBakir97,Python,2,3,3,0,0
-20.67414,24.448362,AbdullahBakir97,Python,2,2,2,0,0
-20.67414,24.448362,AbdullahBakir97,HTML,2,1,2,0,0
17.061483,22.045221,Abdulrahmankhaled11,Python,2,11,2,0,0
21.099035,22.03897,Abdulrahmankhaled11,Jupyter Notebook,2,22,1,0,0
19.079004,-14.916386,Abdulrahmankhaled11,Jupyter Notebook,2,12,2,0,0
20.638842,22.262081,Abdulrahmankhaled11,Python,2,4,0,0,0
15.619502,-12.022454,Abdulrahmankhaled11,Jupyter Notebook,2,13,2,0,0
17.985897,-20.501606,Abdulrahmankhaled11,Jupyter Notebook,2,7,3,0,0
4.3320436,-7.951213,Abdulrahmankhaled11,Jupyter Notebook,2,10,2,0,0
14.727746,-17.063885,Abdulrahmankhaled11,Jupyter Notebook,2,12,1,0,0
19.669682,21.823868,Abdulrahmankhaled11,Jupyter Notebook,2,9,0,0,0
19.411491,-15.028611,Abdulrahmankhaled11,Jupyter Notebook,2,5,3,0,0
14.607679,-15.6680765,Abdulrahmankhaled11,Jupyter Notebook,2,11,2,0,0
7.90474,22.598661,Abdulrahmankhaled11,Python,2,2,2,0,0
5.755743,-8.238584,Abdulrahmankhaled11,Python,2,8,3,0,0
16.676699,-20.73628,Abdulrahmankhaled11,Jupyter Notebook,2,11,1,0,0
16.962532,-13.851432,Abdulrahmankhaled11,Jupyter Notebook,2,7,1,0,0
14.621938,22.226192,Abdulrahmankhaled11,Python,2,2,2,0,0
18.733612,22.029352,Abdulrahmankhaled11,Jupyter Notebook,2,9,1,0,0
19.572823,-17.18422,Abdulrahmankhaled11,Jupyter Notebook,2,7,3,0,0
-20.67414,24.448362,Abdulrahmankhaled11,Python,2,4,2,0,0
-20.67414,24.448362,Abdulrahmankhaled11,Python,2,6,2,0,0
22.04721,22.185045,Abdulrahmankhaled11,Jupyter Notebook,2,10,2,0,0
14.671978,-9.454474,Abdulrahmankhaled11,Jupyter Notebook,2,9,3,0,0
16.632483,-8.205087,Abdulrahmankhaled11,Jupyter Notebook,2,10,0,0,0
13.440174,-16.814287,Abdulrahmankhaled11,Jupyter Notebook,2,9,3,0,0
17.909325,-13.981321,Abdulrahmankhaled11,Python,2,12,3,0,0
-22.246794,0.34389058,aburriyo,HTML,0,5,0,0,0
-22.693323,-5.5935354,aburriyo,Java,0,3,0,0,0
17.953003,-10.987431,aburriyo,JavaScript,0,2,0,0,0
-22.690208,-4.139369,aburriyo,Go,0,2,0,0,0
-12.540335,-12.543898,aburriyo,CSS,0,2,0,0,0
4.9297376,-14.7979555,aburriyo,CSS,0,21,0,0,1
14.136351,-8.825526,aburriyo,HTML,0,6,0,0,0
14.135222,-7.497933,aburriyo,HTML,0,5,0,0,0
17.485085,-6.765062,aburriyo,HTML,0,2,0,0,0
-22.752743,-5.2105746,aburriyo,HTML,0,5,0,0,0
-20.67414,24.448362,aburriyo,Python,0,1,0,0,0
-16.256435,24.053066,aburriyo,Python,0,4,0,0,0
-22.601105,-2.758088,aburriyo,HTML,0,5,0,0,0
14.962118,22.255615,aburriyo,Python,0,1,0,0,0
14.574976,22.262978,aburriyo,Python,0,1,0,0,0
21.624483,21.914436,ahsan2002,JavaScript,0,2,1,0,0
19.750328,22.24004,ahsan2002,HTML,0,11,1,0,0
10.001836,-6.370546,ahsan2002,HTML,0,2,1,0,0
16.674314,-10.395268,ahsan2002,HTML,0,59,1,0,1
16.640583,22.480188,ahsan2002,HTML,0,3,1,0,0
11.560448,-12.917566,ahsan2002,CSS,0,2,1,0,0
18.79158,-6.112878,ahsan2002,JavaScript,0,34,0,0,0
22.617601,21.911888,ahsan2002,JavaScript,0,2,1,0,0
15.132157,-12.804313,ahsan2002,HTML,0,5,1,0,0
19.641462,22.028038,ahsan2002,HTML,0,2,1,0,0
18.104782,-2.2219586,ahsan2002,JavaScript,0,7,2,0,0
22.460148,21.971258,ahsan2002,JavaScript,0,1,0,0,0
21.757643,-11.999532,ahsan2002,JavaScript,0,9,0,0,0
13.672075,22.706226,ahsan2002,HTML,0,6,1,0,0
22.337854,21.837475,ahsan2002,HTML,0,5,1,0,0
21.57921,21.835493,ahsan2002,JavaScript,0,1,1,0,0
16.222618,-14.616096,ahsan2002,JavaScript,0,1,0,0,0
18.3818,22.18896,ahsan2002,JavaScript,0,3,1,0,0
16.034409,22.41553,ahsan2002,JavaScript,0,1,1,0,0
11.19053,22.114761,ahsan2002,JavaScript,0,1,0,0,0
19.677422,-10.47514,ahsan2002,C++,0,7,3,0,0
16.639355,-8.286347,ahsan2002,JavaScript,0,11,1,0,0
21.36903,21.932068,ahsan2002,JavaScript,0,1,0,0,0
-22.454435,-4.0141964,ahsan2002,HTML,0,147,0,0,1
19.920454,22.142239,ahsan2002,CSS,0,1,1,0,0
19.539486,22.148525,ahsan2002,JavaScript,0,1,1,0,0
10.489234,22.620058,ahsan2002,HTML,0,1,1,0,0
5.3667407,-12.791568,ahsan2002,JavaScript,0,21,0,1,0
10.458378,22.904669,ahsan2002,JavaScript,0,2,0,0,0
23.6595,21.733099,ahsan2002,JavaScript,0,4,1,0,0
20.918991,21.974308,ahsan2002,JavaScript,0,8,1,0,0
16.507147,22.440022,ahsan2002,JavaScript,0,7,1,0,0
12.046431,22.89628,ahsan2002,CSS,0,2,1,0,0
19.044794,22.17445,ahsan2002,HTML,0,2,1,0,0
16.87157,22.646324,ahsan2002,JavaScript,0,4,1,0,0
15.407508,22.11077,ahsan2002,TypeScript,0,11,0,0,0
18.269255,21.916273,ahsan2002,TypeScript,0,2,0,0,0
15.590442,-4.951148,ahsan2002,HTML,0,18,2,0,0
19.808167,22.224405,ahsan2002,JavaScript,0,3,0,0,0
17.256313,-10.251753,ahsan2002,HTML,0,1,1,0,0
14.715635,-10.392729,ahsan2002,JavaScript,0,2,1,0,0
13.4148655,22.457047,ahsan2002,HTML,0,2,1,0,0
20.84011,21.879812,ahsan2002,JavaScript,0,1,1,0,0
13.213594,22.447989,ahsan2002,HTML,0,2,1,0,0
16.449074,-7.0437703,ahsan2002,HTML,0,3,1,0,0
11.198646,-4.243397,ahsan2002,HTML,0,4,2,0,0
18.350855,22.142017,ahsan2002,JavaScript,0,3,0,0,0
22.053709,21.874998,ahsan2002,HTML,0,2,1,0,0
20.217403,-7.1347322,ahsan2002,JavaScript,0,4,1,0,0
17.762041,-1.749425,ahsan2002,JavaScript,0,2,1,0,0
11.91529,22.356424,ahsan2002,HTML,0,10,1,0,0
17.598166,22.332737,ahsan2002,JavaScript,0,9,1,0,0
9.60986,0.672288,ahsan2002,JavaScript,0,1,1,0,0
18.34782,-11.693425,ahsan2002,JavaScript,0,3,1,0,0
18.936771,22.188932,ahsan2002,JavaScript,0,109,0,0,0
15.322043,22.405497,ahsan2002,JavaScript,0,2,1,0,0
3.9975123,-14.706062,aindilis,Emacs Lisp,0,1,0,0,0
-12.237887,-17.371763,aindilis,Emacs Lisp,0,2,1,0,0
13.243517,-13.0149145,aindilis,HTML,0,2,0,0,0
-15.585185,-13.335045,aindilis,Perl,0,2,1,0,0
16.578787,-12.78252,aindilis,Prolog,0,4,0,4,0
-22.80997,-14.113013,aindilis,Perl 6,0,4,0,0,0
-22.80042,-12.457218,aindilis,HTML,0,3,0,0,0
-19.638529,-7.7393827,aindilis,Emacs Lisp,0,2,1,0,0
-2.403645,-14.8431835,aindilis,Prolog,0,11,1,0,1
4.320869,-8.004421,aindilis,Prolog,0,7,0,1,0
8.421845,-11.076955,aindilis,HTML,0,2,0,0,0
12.102127,-15.952024,aindilis,Perl,0,1,0,0,0
-24.579119,-9.635157,aindilis,Perl,0,4,0,0,0
-17.725641,-14.129173,aindilis,Perl,0,2,0,0,0
-17.786007,-12.862377,aindilis,Perl,0,3,0,0,0
16.031204,-13.531777,aindilis,Emacs Lisp,0,2,1,0,0
11.828111,-14.788914,aindilis,HTML,0,5,1,0,0
17.73245,-12.645142,aindilis,Perl,0,2,0,0,0
-20.67414,24.448362,aindilis,Java,0,2,1,0,0
-30.027586,-11.559385,aindilis,Perl,0,2,2,0,0
4.8294635,-14.669947,aindilis,Prolog,0,2,0,0,0
-23.032684,-14.019317,aindilis,Perl,0,4,0,0,0
-22.882477,-8.758798,aindilis,Perl,0,2,0,0,0
19.09134,-21.496227,aindilis,Java,0,8,0,0,1
-19.407927,-10.280006,aindilis,Perl,0,1,2,0,0
-26.130514,-0.6577518,aindilis,Perl,0,3,0,0,0
-22.63016,-7.487641,aindilis,Common Lisp,0,5,1,0,0
-19.317099,-12.786999,aindilis,Perl,0,5,0,1,0
8.651807,-17.540718,aindilis,HTML,0,1,0,0,0
-16.131987,-11.384083,aindilis,Perl,0,2,0,0,0
7.7555146,-17.014893,aindilis,Perl,0,3,0,0,0
-18.175293,-5.382635,aindilis,Perl,0,1,0,0,0
-22.772661,-12.458314,aindilis,Perl,0,9,0,0,0
-22.34561,-3.6532254,aindilis,HTML,0,2,0,0,0
16.906906,-10.105148,aindilis,Emacs Lisp,0,7,5,2,0
8.934595,-13.489275,aindilis,Emacs Lisp,0,4,1,0,0
19.732924,-7.7110457,aindilis,HTML,0,4,0,0,0
12.795817,-12.909112,aindilis,Perl,0,2,0,2,0
-26.786474,-10.058636,aindilis,Common Lisp,0,10,2,1,0
9.506447,-13.342465,aindilis,Python,0,84,0,0,1
-16.73566,-14.287449,aindilis,Perl,0,3,0,0,0
9.395088,-14.316698,aindilis,Perl,0,11,0,0,0
-13.263462,-15.653506,aindilis,Emacs Lisp,0,2,0,0,0
4.1260967,-13.60972,aindilis,Perl,0,4,1,0,0
-40.91874,-9.036708,aindilis,Perl,0,2,0,0,0
9.523184,-17.374035,aindilis,Prolog,0,35,0,0,0
3.0828848,-9.28738,aindilis,Stata,0,3,0,0,0
15.795824,-9.765928,aindilis,Java,0,3,1,0,0
-22.824198,-12.127926,aindilis,Perl,0,2,0,0,0
10.911125,-14.85504,aindilis,Stata,0,2,0,0,0
7.590863,-19.91709,aindilis,HTML,0,4,8,2,0
10.132048,-18.858925,aindilis,Perl,0,1,0,0,0
13.629418,-15.596613,aindilis,Perl,0,2,0,0,0
-12.110187,-15.754184,aindilis,Perl,0,2,0,0,0
-22.664324,-6.3220177,aindilis,HTML,0,1,0,0,0
-22.950928,-14.990915,aindilis,Prolog,0,2,0,0,0
11.142831,-13.176709,aindilis,Prolog,0,16,10,1,0
16.59238,-9.476555,aindilis,Perl,0,2,0,0,0
12.315604,-20.565006,aindilis,Prolog,0,1,0,0,0
6.460343,-14.196011,aindilis,Prolog,0,5,2,0,0
-10.984094,-11.905745,aindilis,Prolog,0,1,2,0,0
-22.713993,-8.2820835,aindilis,Prolog,0,4,0,0,0
4.0840893,-16.653938,aindilis,Prolog,0,2,1,0,0
-22.708828,-10.568669,aindilis,Stata,0,2,0,0,0
6.874605,-12.690296,aindilis,Perl,0,2,0,0,0
6.4656024,-6.82335,aindilis,Emacs Lisp,0,5,0,0,0
7.2422023,-8.842671,aindilis,C++,0,14,2,1,0
14.32093,-12.45785,aindilis,HTML,0,72,49,5,0
-22.302698,-1.4000727,aindilis,Perl,0,6,3,0,0
14.159189,-8.538709,aindilis,Emacs Lisp,0,2,2,0,0
8.786803,-15.475902,aindilis,HTML,0,2,1,0,0
5.1890116,-11.087421,aindilis,Prolog,0,5,3,1,0
11.97458,-15.947512,aindilis,Prolog,0,69,1,0,0
8.312387,-11.534793,aindilis,C++,0,2,1,0,0
-22.28333,-15.054792,aindilis,HTML,0,3,0,0,0
-22.786177,-12.281429,aindilis,HTML,0,7,0,0,0
7.8926105,22.521631,aindilis,HTML,0,1,1,0,0
8.19995,22.604681,aindilis,Stata,0,2,0,0,0
-7.934679,-12.514763,aindilis,HTML,0,10,1,1,0
4.2195063,-13.37284,aindilis,HTML,0,3,0,0,0
9.288037,-14.254371,aindilis,HTML,0,1,0,0,0
11.007016,-9.938672,aindilis,Perl,0,2,0,0,0
-23.060192,-14.338932,aindilis,Java,0,1379,3,3,1
-22.733147,-6.0978084,aindilis,Java,0,21,0,0,1
5.5370073,-4.5133376,aindilis,Perl,0,2,0,0,0
-22.296305,-2.4876199,aindilis,Perl,0,2,0,0,0
4.043058,-13.221316,aindilis,Prolog,0,2,0,0,0
-22.545237,-6.924336,aindilis,Emacs Lisp,0,5,2,1,0
18.127026,-15.011188,aindilis,Emacs Lisp,0,1,1,0,0
9.145597,-13.580122,aindilis,Perl,0,17,1,0,0
6.457267,-16.286325,aindilis,HTML,0,7,1,0,0
-18.01991,-11.7423935,aindilis,Perl,0,4,0,0,0
-22.696154,-12.416704,aindilis,Perl,0,4,0,0,0
-22.64097,-7.6714573,aindilis,Jupyter Notebook,0,9,14,0,0
-22.763329,-8.955705,aindilis,C++,0,15,0,0,1
12.080181,-19.285833,aindilis,Shell,0,48,0,0,0
10.98252,-16.06631,aindilis,HTML,0,1,1,0,0
-22.488838,-5.13026,aindilis,HTML,0,3,0,0,0
7.3916974,-15.132081,aindilis,Emacs Lisp,0,2,0,1,0
-22.392353,-3.9267347,aindilis,HTML,0,6,3,0,0
4.6348276,-8.993715,aindilis,Emacs Lisp,0,4,2,0,0
11.444923,-20.136875,aindilis,HTML,0,2,1,0,0
-22.875156,-7.003476,aindilis,Stata,0,4,0,0,0
16.55757,-14.302496,aindilis,Python,0,8,2,0,0
16.291687,-10.790563,aindilis,Perl,0,2,0,0,0
-12.8967495,-9.340078,aindilis,Perl,0,4,0,0,0
9.617812,-7.9536767,aindilis,Perl,0,2,0,0,0
-22.665474,-10.065805,aindilis,Perl,0,1,0,0,0
-24.819094,-15.545519,aindilis,Java,0,83,0,0,1
5.5530977,-3.9293315,aindilis,Perl,0,23,0,0,0
5.018343,-12.582352,aindilis,Perl,0,5,0,0,0
-23.206188,-18.05056,aindilis,Perl,0,5,0,0,0
-22.529016,-9.780832,aindilis,Perl,0,2,0,0,0
10.380253,-12.49216,aindilis,Makefile,0,44,4,0,0
13.212284,-6.6121674,aindilis,Prolog,0,2,1,1,0
16.395128,-8.762518,aindilis,HTML,0,2,0,0,0
14.199713,-17.721365,aindilis,Perl,0,2,2,0,0
-22.655638,-4.888473,aindilis,Emacs Lisp,0,3,0,0,0
14.792445,-15.642179,aindilis,Prolog,0,2,0,1,0
7.0538807,-14.767597,aindilis,HTML,0,4,10,4,0
-13.639077,-1.9541887,aindilis,Perl,0,4,1,1,0
15.51076,-17.681767,aindilis,Java,0,2,0,0,0
-22.566324,-6.89494,aindilis,HTML,0,3,0,0,0
10.000208,-17.535444,aindilis,Prolog,0,3,1,0,0
-25.661013,-9.29576,aindilis,Stata,0,1,0,1,0
8.881088,-5.0637116,aindilis,C,0,1,1,0,0
11.295871,-9.125155,aindilis,Java,0,1,1,0,0
-19.708496,-13.507364,aindilis,Perl,0,3,0,0,0
-22.515345,-7.541622,aindilis,Perl,0,2,0,0,0
-10.507718,-11.100208,aindilis,Perl,0,2,0,0,0
11.768719,-11.672967,aindilis,Emacs Lisp,0,14,4,2,0
12.6318245,-10.018067,aindilis,HTML,0,1,5,0,0
4.50759,-4.4271684,aindilis,Emacs Lisp,0,2,0,0,0
-22.394028,-2.1762948,aindilis,TeX,0,3,1,0,0
4.1294355,-12.62149,aindilis,Emacs Lisp,0,2,0,0,0
3.979694,-13.457868,aindilis,Prolog,0,1,0,0,0
-8.30983,-8.80034,aindilis,Perl,0,3,1,0,0
-22.708044,-9.571357,aindilis,Java,0,2228,2,0,1
16.778988,-18.736631,aindilis,Perl,0,3,0,1,0
14.149188,-15.544429,aindilis,Perl,0,5,0,0,0
-22.822575,-15.745743,aindilis,Perl,0,2,0,0,0
-22.895775,-14.850847,aindilis,Emacs Lisp,0,4,0,0,0
9.523649,-16.905916,aindilis,Java,0,3,1,0,0
-22.778305,-13.360667,aindilis,Perl,0,10,5,0,0
-22.818321,-16.995148,aindilis,Prolog,0,2,0,0,0
11.039157,-17.163689,aindilis,Python,0,2,0,0,0
11.493253,-14.248518,aindilis,Perl,0,3,1,0,0
-14.315413,-13.504534,aindilis,HTML,0,2,0,1,0
15.253435,-19.376831,aindilis,HTML,0,3,0,0,0
-24.919268,-13.299276,aindilis,Perl 6,0,1,1,1,0
20.497683,21.931086,ajanthadevi2012,Jupyter Notebook,0,7,0,0,0
20.388779,22.02815,ajanthadevi2012,Jupyter Notebook,0,82,5,3,0
-20.67414,24.448362,ajanthadevi2012,Jupyter Notebook,0,21,2,0,0
11.108916,22.940924,ajanthadevi2012,Jupyter Notebook,0,1,0,0,0
-22.594606,-10.571014,ajanthadevi2012,Jupyter Notebook,0,2,0,0,0
-20.67414,24.448362,ajanthadevi2012,Jupyter Notebook,0,2,0,0,0
5.2285714,-10.23257,ajanthadevi2012,Jupyter Notebook,0,2,0,0,0
-7.3967514,23.296848,ajanthadevi2012,Jupyter Notebook,0,1,0,0,0
-20.67414,24.448362,ajanthadevi2012,Jupyter Notebook,0,14,0,0,0
24.66314,21.84035,ajanthadevi2012,Jupyter Notebook,0,1,0,0,0
17.862356,22.008083,ajanthadevi2012,Jupyter Notebook,0,2,0,0,0
16.888592,22.444366,ajanthadevi2012,R,0,1,0,0,0
22.538754,21.969683,ajanthadevi2012,Jupyter Notebook,0,2,0,0,0
-22.544239,-6.2047167,AkhlaqShaikh1,JavaScript,2,2,0,0,0
9.74478,22.43194,AkhlaqShaikh1,C++,2,3,0,0,0
17.95346,22.577877,AkhlaqShaikh1,C++,2,3,0,0,0
-20.67414,24.448362,AkhlaqShaikh1,JavaScript,2,1,0,0,0
-16.384563,24.080254,AkhlaqShaikh1,C++,2,1,0,0,0
12.703751,22.724953,AkhlaqShaikh1,Dart,2,23,0,0,0
10.876138,-6.895072,AkhlaqShaikh1,Dart,2,13,0,0,0
17.248457,22.405643,AkhlaqShaikh1,Kotlin,2,2,0,0,0
7.3944836,22.798855,AkhlaqShaikh1,Dart,2,3,0,0,0
-9.71764,23.892181,AkhlaqShaikh1,C++,2,1,0,0,0
19.956516,-13.901581,AkhlaqShaikh1,Dart,2,10,0,0,0
10.582545,22.317049,AkhlaqShaikh1,JavaScript,2,1,0,0,0
-14.087778,24.434275,AkhlaqShaikh1,JavaScript,2,1,0,0,0
11.292651,22.476284,AkhlaqShaikh1,C++,2,3,0,0,0
-20.67414,24.448362,AkhlaqShaikh1,C++,2,3,0,0,0
-20.67414,24.448362,AkhlaqShaikh1,C++,2,2,0,0,0
-20.67414,24.448362,AkhlaqShaikh1,C++,2,1,0,0,0
15.44482,22.528109,AkhlaqShaikh1,C++,2,4,0,0,0
16.48316,-14.297358,AkhlaqShaikh1,C++,2,3,0,0,0
-20.67414,24.448362,AkhlaqShaikh1,JavaScript,2,1,0,0,0
-20.67414,24.448362,AkhlaqShaikh1,JavaScript,2,1,0,0,0
-8.445931,23.415749,AkhlaqShaikh1,C++,2,3,0,0,0
17.800861,-7.5804973,AkhlaqShaikh1,Dart,2,3,0,0,0
-20.67414,24.448362,AkhlaqShaikh1,C++,2,2,0,0,0
-20.67414,24.448362,AkhlaqShaikh1,Solidity,2,4,0,0,0
-20.67414,24.448362,AkhlaqShaikh1,C++,2,1,0,0,0
-20.67414,24.448362,AkhlaqShaikh1,JavaScript,2,1,0,0,0
11.535442,22.59509,AkhlaqShaikh1,Dart,2,52,1,0,0
11.111157,22.845108,AkhlaqShaikh1,C++,2,1,0,0,0
15.759277,22.492523,AkhlaqShaikh1,Dart,2,2,0,0,0
-22.70659,-6.9422345,AkhlaqShaikh1,Solidity,2,4,1,0,0
-20.67414,24.448362,AkhlaqShaikh1,Dart,2,7,0,0,0
-11.195637,23.83963,AkhlaqShaikh1,Dart,2,1,0,0,0
14.157678,22.264282,AkhlaqShaikh1,Dart,2,6,0,0,0
12.67612,22.778318,AkhlaqShaikh1,Dart,2,2,0,0,0
-20.67414,24.448362,AkhlaqShaikh1,JavaScript,2,2,0,0,0
-20.67414,24.448362,AkhlaqShaikh1,Dart,2,1,0,0,0
-22.798807,-12.710987,Alex-Lekov,Jupyter Notebook,2,31,0,0,0
-22.923847,-12.920984,Alex-Lekov,Python,2,165,184,40,0
11.053893,-11.467687,Alex-Lekov,HTML,2,77,33,4,0
-22.481594,-5.288678,Alex-Lekov,Jupyter Notebook,2,12,0,0,0
-22.800919,-12.11839,Alex-Lekov,Jupyter Notebook,2,8,0,0,0
9.0317745,-10.784494,Alex-Lekov,Jupyter Notebook,2,4,0,0,0
20.515516,-18.698126,Alex-Lekov,Python,2,12,4,0,0
4.1621823,-11.0599,Alex-Lekov,Python,2,17,43,17,0
5.3247395,-3.6863186,AlvaroIsrael,TypeScript,2,9,11,1,0
5.898288,-12.647516,AlvaroIsrael,C#,2,15,2,0,0
12.009294,-7.7750072,AlvaroIsrael,TypeScript,2,3,13,0,0
13.342173,-4.0126257,AlvaroIsrael,TypeScript,2,13,2,0,0
10.381245,-9.4322605,AlvaroIsrael,Kotlin,2,2,2,0,0
6.4562497,-9.195693,AlvaroIsrael,ActionScript,2,2,2,0,0
6.6584644,-11.299185,AlvaroIsrael,TypeScript,2,397,44,8,0
11.521967,-13.198805,AlvaroIsrael,JavaScript,2,31,8,0,0
6.7368684,-8.520674,AlvaroIsrael,TypeScript,2,20,4,0,0
6.7328033,-10.07483,AlvaroIsrael,TypeScript,2,26,3,0,0
6.6649995,-8.00855,AlvaroIsrael,TypeScript,2,53,3,0,0
10.614713,-5.786809,AlvaroIsrael,TypeScript,2,77,7,1,0
15.841702,-8.249558,AlvaroIsrael,JavaScript,2,4,2,0,0
10.956077,-8.977836,AlvaroIsrael,JavaScript,2,40,23,0,0
6.9033895,-3.2521162,AlvaroIsrael,TypeScript,2,26,3,1,0
12.375806,-3.0581608,AlvaroIsrael,JavaScript,2,30,2,0,0
12.488889,-1.9735351,AlvaroIsrael,TypeScript,2,9,2,1,0
16.24795,-11.34549,AlvaroIsrael,TypeScript,2,8,4,0,0
-16.49466,-6.5981994,AlvaroIsrael,TypeScript,2,8,2,0,0
-22.338675,-2.5055094,AlvaroIsrael,TypeScript,2,58,2,0,1
9.760054,-2.746271,AlvaroIsrael,JavaScript,2,6,2,0,0
9.875132,-1.1062913,AlvaroIsrael,TypeScript,2,10,2,0,0
7.7627516,-10.280691,AlvaroIsrael,JavaScript,2,10,3,1,0
9.727079,-3.8483064,AlvaroIsrael,JavaScript,2,16,1,0,0
10.177689,-11.490566,AlvaroIsrael,TypeScript,2,18,3,0,0
-22.850418,-12.246398,AlvaroIsrael,C,2,20,1,0,1
16.812315,-11.820092,AlvaroIsrael,TypeScript,2,11,1,0,0
15.475509,-10.732669,AlvaroIsrael,TypeScript,2,37,2,0,0
-22.525423,-7.2986135,AlvaroIsrael,JavaScript,2,15,1,0,1
16.942865,-13.767947,AlvaroIsrael,TypeScript,2,35,1,1,0
19.545568,-10.853596,ammarlodhi255,Java,0,5,2,0,0
21.805578,-5.5499763,ammarlodhi255,Assembly,0,1,1,0,0
20.434553,-6.4675674,ammarlodhi255,Jupyter Notebook,0,3,1,0,0
23.417725,21.702906,ammarlodhi255,Jupyter Notebook,0,3,1,0,0
18.755013,-17.72814,ammarlodhi255,Kotlin,0,36,2,0,0
22.477964,-17.27568,ammarlodhi255,Jupyter Notebook,0,1,1,1,0
-20.67414,24.448362,ammarlodhi255,Jupyter Notebook,0,9,0,1,0
20.282524,-15.919509,ammarlodhi255,Java,0,2,8,7,0
14.336842,-20.58816,ammarlodhi255,Python,0,1,1,0,0
16.794296,-24.771461,ammarlodhi255,Java,0,1,1,0,0
-20.67414,24.448362,ammarlodhi255,JavaScript,0,74,1,0,0
10.617164,22.462805,ammarlodhi255,JavaScript,0,13,0,0,0
19.864117,-12.525726,ammarlodhi255,Java,0,18,10,3,0
-20.67414,24.448362,ammarlodhi255,JavaScript,0,4,0,0,0
19.13043,-19.671907,ammarlodhi255,Jupyter Notebook,0,198,3,3,0
20.85389,-10.186648,ammarlodhi255,Jupyter Notebook,0,22,1,0,0
17.576796,-19.791836,ammarlodhi255,Jupyter Notebook,0,109,4,0,0
19.688555,-13.678751,ammarlodhi255,Jupyter Notebook,0,94,2,0,0
11.29544,-5.6186767,ammarlodhi255,C++,0,1,2,0,0
21.167994,-7.0237474,ammarlodhi255,Java,0,1,1,2,0
5.978534,-9.120719,ammarlodhi255,C#,0,4,1,0,0
